	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
1	18	1	GREEN	165	THE_MOUNTAIN_CAVES	NPC_GOBLIN,NPC_GOBLIN,NPC_ICE_GOLEM,NPC_GOBLIN	NPC_GOBLIN,NPC_GOBLIN,NPC_ICE_GOLEM,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM	NPC_GOBLIN,[boss]NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER,[boss]NPC_ICE_GOLEM
2	34	2	BLUE	215	THE_MOUNTAIN_CAVES	NPC_GOBLIN,POLEMASTER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM	NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER,NPC_GOBLIN	NPC_ICE_GOLEM,[boss]NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER,NPC_ICE_GOLEM,[boss]NPC_CRYSTAL_GOLEM
3	58	2	BLUE_2	265	THE_MOUNTAIN_CAVES	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_ICE_GOLEM,NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM	NPC_ICE_GOLEM,NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER	NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM,[boss]CATAPULT_KNIGHT
4	75	3	PURPLE_1	315	THE_MOUNTAIN_CAVES	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_ICE_GOLEM	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,CATAPULT_KNIGHT,NPC_CRYSTAL_GOLEM	NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,[boss]NPC_INFERNO_SPIDER,POLEMASTER,[boss]NPC_INFERNO_SPIDER
5	84	4	PURPLE_2	365	THE_MOUNTAIN_CAVES	NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM,NPC_ICE_GOLEM	NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM,NPC_ICE_GOLEM,NPC_ICE_GOLEM	NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,[boss]POLEMASTER,NPC_INFERNO_SPIDER,CATAPULT_KNIGHT
6	95	5	PURPLE_3	415	THE_MOUNTAIN_CAVES	NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM,NPC_ICE_GOLEM	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM	NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM,[boss]ORC_MONK,CATAPULT_KNIGHT,POLEMASTER
7	100	5	PURPLE_4	465	THE_MOUNTAIN_CAVES	NPC_KAMIKAZE_GNOME,POLEMASTER,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER,NPC_ICE_GOLEM	NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,ORC_MONK,NPC_CRYSTAL_GOLEM,NPC_INFERNO_SPIDER	[boss]NPC_KAMIKAZE_GNOME,[boss]NPC_KAMIKAZE_GNOME,[boss]NPC_KAMIKAZE_GNOME,CATAPULT_KNIGHT,NPC_INFERNO_SPIDER
8	105	5	ORANGE	515	THE_MOUNTAIN_CAVES	NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,CATAPULT_KNIGHT,NPC_INFERNO_SPIDER	ORC_MONK,POLEMASTER,NPC_ICE_GOLEM,NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM,NPC_CRYSTAL_GOLEM,[boss]GENIE
9	110	5	ORANGE_1	565	THE_MOUNTAIN_CAVES	NPC_INFERNO_SPIDER,NPC_ICE_GOLEM,NPC_MUSHROOM,CATAPULT_KNIGHT,ORC_MONK	NPC_ICE_GOLEM,NPC_MUSHROOM,NPC_CRYSTAL_GOLEM,GENIE,STOWAWAY	[boss]CYCLOPS_WIZARD,PIRATE,NPC_MUSHROOM,ORC_MONK,NPC_MUSHROOM
10	115	5	ORANGE_2	615	THE_MOUNTAIN_CAVES	POLEMASTER,NPC_KAMIKAZE_GNOME,ORC_MONK,CATAPULT_KNIGHT,NPC_KAMIKAZE_GNOME	NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM,GENIE	NPC_ANT,NPC_ANT,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,[boss]SPIDER_QUEEN
11	120	5	ORANGE_3	665	THE_MOUNTAIN_CAVES	GENIE,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,CYCLOPS_WIZARD,DUNGEON_MAN	PIRATE,SPIDER_QUEEN,ORC_MONK,NPC_MUSHROOM,STOWAWAY	POLEMASTER,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,[boss]NPC_MUSHROOM,NPC_KAMIKAZE_GNOME
12	125	5	ORANGE_4	715	THE_MOUNTAIN_CAVES	NPC_MUSHROOM,NPC_MUSHROOM,NPC_MUSHROOM,NPC_ICE_GOLEM,NPC_CRYSTAL_GOLEM	GENIE,NPC_PLAGUE_SKULKER,POLEMASTER,CYCLOPS_WIZARD,SPIDER_QUEEN	CATAPULT_KNIGHT,[boss]ORC_MONK,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME
13	130	5	ORANGE_5	765	THE_MOUNTAIN_CAVES	VILE_BILE,ORC_MONK,POLEMASTER,NPC_CRYSTAL_GOLEM,CYCLOPS_WIZARD	PIRATE,STOWAWAY,NPC_PLAGUE_SKULKER,NPC_ICE_GOLEM,NPC_KAMIKAZE_GNOME	NPC_MUSHROOM,NPC_MUSHROOM,[boss]NPC_ANT,[boss]NPC_ANT,GENIE
14	135	5	ORANGE_6	815	THE_MOUNTAIN_CAVES	GENIE,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,NPC_MUSHROOM,SPIDER_QUEEN	POLEMASTER,CATAPULT_KNIGHT,DUNGEON_MAN,NPC_INFERNO_SPIDER,NPC_MUSHROOM	VILE_BILE,PIRATE,STOWAWAY,CYCLOPS_WIZARD,[boss]TOMB_ANGEL
15	140	5	ORANGE_7	865	THE_MOUNTAIN_CAVES	NPC_INFERNO_SPIDER,NPC_ICE_GOLEM,NPC_ANT,NPC_CRYSTAL_GOLEM,SPIDER_QUEEN,NPC_GOBLIN	VILE_BILE,CYCLOPS_WIZARD,POLEMASTER,ORC_MONK,PIRATE,NPC_MUSHROOM	STOWAWAY,GENIE,TOMB_ANGEL,DUNGEON_MAN,[boss]DRAGON_SLAYER,CATAPULT_KNIGHT
16	145	5	ORANGE_8	915	THE_MOUNTAIN_CAVES	ELECTROYETI,DARK_HORSE,NPC_HEAD_CRAB,NPC_HEAD_CRAB,RABID_DRAGON,NPC_EYEBALL	MAGIC_DRAGON,MEDUSA,BURNT_ONE,WEREDRAGON,PLAGUE_ENTREPRENEUR,NPC_HEALER_SPRITE	BULWARK_ANGEL,[boss]WEREDRAGON,ZOMBIE_SQUIRE,VILE_BILE,UNICORGI,SATYR
17	150	5	CYAN	965	THE_MOUNTAIN_CAVES	FROST_GIANT,DRAGON_SLAYER,STORM_DRAGON,SNAP_DRAGON,NPC_SKELETON_DEER,NPC_SKELETON_DEER	NPC_TROLL_BLOB,NPC_TROLL_BLOB,ORC_MONK,POLEMASTER,GENIE,GROOVY_DRUID	[boss]WEE_WITCH,SNIPER_WOLF,SNAP_DRAGON,PIRATE,NPC_ANGELIC_AVENGER,MISTRESS_MANICURE
18	190	5	CYAN_3	1015	THE_MOUNTAIN_CAVES	DOPPELGANGER,MINOTAUR,SPIDER_QUEEN,SNIPER_WOLF,SHADOW_ASSASSIN,SATYR	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,BROZERKER,CYCLOPS_WIZARD,DUST_DEVIL,COSMIC_ELF	UNSTABLE_UNDERSTUDY,RAGING_REVENANT,RABID_DRAGON,GROOVY_DRUID,GENIE,[boss]FORGOTTEN_DRAGON
